title,authors,isbn,description,genre
Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women,Euripides/Aeschylus/Edith Hamilton,0393002039,No description available,"Ethics, Philosophy, Chinese, Chinese Philosophy, Conduct of life, Conduct of life., Conducta (Etica), Confucian Philosophy, Confucianism, Confucianismo, Filosofía confuciana, Etica china, Chinese Ethics, Moraal, Fiction, general, Conduct of life, early works to 1800, Devotional literature, Confucius, Lun yu (Confucius), Philosophy, Confucian ethics"
The Analects,Confucius/D.C. Lau,0140443487,No description available,"Taj Mahal (Agra, India), Fiction, Empresses, History, Fiction, romance, general, Fiction, general"
The Twentieth Wife (Taj Mahal Trilogy  #1),Indu Sundaresan,0743428188,No description available,"Civilization, Greek Civilization, Cultuurgeschiedenis, Receptie, Griekse oudheid, Civilisation, Greece, civilization"
La Emperatriz tras el velo (Trilogía Taj Mahal  #1),Indu Sundaresan/Alberto Coscarelli,8425337607,No description available,"Fiction, History, Empresses, Romans, nouvelles, Histoire, Impératrices"
A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,0345384563,No description available,"Biblical teaching, Comparative studies, Dios, Dios (Islamismo), Dios (Judaísmo), Doctrinas, Doctrines, Enseñanza bíblica, Estudios comparados, God, God (Islam), God (Judaism), Historia, Historia de las doctrinas, History, History of doctrines, Islam, Islamismo, Judaism, Judaísmo, God (Christianity), Long Now Manual for Civilization, Christianity, God, history of doctrines"
Buddha,Karen Armstrong,0143034367,No description available,"History, Historia, Islamismo, Islam, Histoire, Islam, history, Islamic empire, history, Islam--history, Bp50 .a69 2002, 297/.09"
Islam: A Short History,Karen Armstrong,081296618X,No description available,"Ex-nuns, Biography, Religion, Faith development, Christian biography, Ex-religieuses, Biographies, Godsdienstwetenschap, Nonnen, Biographies spirituelles, Depressies (psychiatrie), Epilepsie, Armstrong, Karen, 1944-, Faith, Religious life, Glaubensentwicklung, Identitätsentwicklung, Nuns, biography, Large type books, New York Times reviewed, Women, biography, Great britain, biography"
The Spiral Staircase: My Climb Out of Darkness,Karen Armstrong,0385721277,No description available,"History, Islamic fundamentalism, Orthodox Judaism, Religious fundamentalism, Fundamentalism, Judaism, Church history, Islam, Fundamentalisme, Judaïsme orthodoxe, Intégrisme islamique, Fondamentalisme, Histoire, Modern period, Intégrisme religieux, Intégrisme, Fondamentalisme (Protestantisme), Judaïsme, Christentum, Fundamentalismus, Judentum, Église catholique, Judaism, history, Islam, history, Fundamentalismo religioso, Fundamentalismo, Historia"
The Battle for God: A History of Fundamentalism,Karen Armstrong,0345391691,No description available,"Gautama buddha, Buddhism"
Muhammad: A Biography of the Prophet,Karen Armstrong,0062508865,No description available,"Muslims, Nonfiction, Biography & Autobiography, Biography, Islam, Politics and government, Islam and state, History, New York Times reviewed, Muhammad, prophet, -632, Literary collections"
The Analects of Confucius: A Philosophical Translation,Confucius/Henry Rosemont Jr./Roger T. Ames,0345434072,No description available,"Chinese Philosophy, 儒家, Translations into English, Chinese classics, Philosophy, 哲學, Lun yü, great_books_of_the_western_world, Early works to 1800, 中國, 孔子, Confucian Philosophy, 中国, Ethics, Confucianism, Chinese Ethics, Long Now Manual for Civilization, Lun yu, Han, ying, Dui zhao du wu, Confucius, Philosophy, chinese, Philosophy, asian, Confucian parables, Ethics--china, Pl2478 .l328 1998, 181/.112, Filosofie, Ethiek, Confucian ethics"
Analects,Confucius/Edward Slingerland,0872206351,No description available,"Confucius, Philosophy, chinese, Quotations, Literary criticism, Asian"
Hiroshima,John Hersey,0679721037,No description available,"Fiction, Fiction in English, Holocaust, Jewish (1939-1945), Courage, History, Political persecution, Fiction, jewish, Holocaust, jewish (1939-1945), fiction"
The Wall,John Hersey,0394756967,No description available,"Kernwapens, World War, 1939-1945, Atomic bomb, Blast effect, History, Bombardment of Hiroshima-shi (Japan : 1945) fast (OCoLC)fst01352071, Überlebender, Guerre mondiale, 1939-1945, Atombombenabwurf auf Hiroshima, World War (1939-1945) fast (OCoLC)fst01180924, Bombe atomique, Atombombenabwurf, Bomba atómica, World War II, Nuclear Energy, Nuclear Warfare, Survivors, Kriegsgeschichte, Popular Work, Reading Level-Grade 11, Reading Level-Grade 12, Hiroshima-shi (japan), bombardment, 1945, Hiroshima-shi (japan), history, bombardment, 1945, Large type books, World war, 1939-1945, japan"
Silent Spring,Rachel Carson/Linda Lear/Edward O. Wilson,0618249060,No description available,"Pesticides, Biological control, Toxicology, Pesticides and wildlife, Insect pests, Environmental aspects of Pesticides, Environmental aspects, Wildlife conservation, Pesticidas, Pollution, Insect control, Beneficial insects, Control biológico, Fauna silvestre, Aspectos ambientales, Conservación, Insectos nocivos, Urban ecology (Biology), Pesticidas y fauna silvestre, Toxicología, Environmental Health, Long Now Manual for Civilization, Pesticides -- Environmental aspects., Toxicologie, Chasse, Lutte biologique contre les Insectes nuisibles, Pesticides -- Toxicology., Pesticides and wildlife., Insect pests -- Biological control., Environmental pollutants, Food Contamination, Pesticide Residues, Poisoning, Environmentalism, Reading Level-Adult, Pesticides, toxicology, Insect pests, biological control, Pesticides, environmental aspects, Control, Hunting, Insectes nuisibles, Lutte biologique contre, Pesticides et faune, Hygiène du milieu, Lutte contre, Pesticide, Science, Environmental science"
The House of Life: Rachel Carson at Work,Paul Brooks/Rachel Carson,0395517427,No description available,"Biography, Biologists, Biology, Environmentalists, Science writers, Carson, rachel, 1907-1964, Ecologists"
Under the Sea Wind (Nature Classic),Rachel Carson/Bob Hines,0140253807,No description available,"Marine biology, Atlantic Ocean, Marine biology, atlantic ocean, Biologie marine, Océan Atlantique, Biology, Marine biology, antarctica, Nature, Marine ecology"
Black Meets White,Justine Korman Fontes/Geoff Waring,0763619337,No description available,"Fiction, History, Fiction, general"
Back Bay (Peter Fallon  #1),William Martin,0446363162,No description available,"Correspondence, Social life and customs, Maori (New Zealand people), Women missionaries, Missions, Missionaries' spouses, Church Missionary Society, Sources, History, Autobiography and memoir, New zealand studies, Church missionary society, Maori (new zealand people), New zealand, social life and customs, New zealand, history"
Letters from the Bay of Islands: The Story of Marianne Williams,Marianne Williams/Caroline Fitzgerald,0143019295,No description available,"Children's fiction, Color, fiction, Colors, Fiction, Color, Juvenile fiction, Black, White, Children: Kindergarten, Toy and movable books, Specimens, Size and shape, fiction"
"Since ""Silent Spring""",Frank  Graham,0449231410,No description available,Unknown
A Civil Action,Jonathan Harr,0679772677,No description available,"Trials, litigation, W.R. Grace & Co, Law and legislation, Drinking water, Groundwater, Contamination, Liability for water pollution damages, Trials (Toxic torts), Pollution, Hazardous Waste, Water Pollution, Milieuverontreiniging, Privaatrechtelijk milieurecht, Trinkwasserverschmutzung, Zivilprozess, Aansprakelijkheid, Wasserverschmutzung, Procesrecht, open_syllabus_project, Anderson, Anne, 1936?- -- Trials, litigation, etc, Legislation & jurisprudence, Anderson, Anne, 1936?-  -- Trials, litigation, etc, Schlichtmann, Jan, W.R. Grace & Co. -- Trials, litigation, etc, Trials (Toxic torts) -- Massachusetts -- Boston, Groundwater -- Pollution -- Law and legislation -- Massachusetts -- Woburn, Drinking water -- Contamination -- Massachusetts -- Woburn, Liability for water pollution damages -- Massachusetts -- Woburn, Liability for hazardous substances pollution damages, Trials, united states, Toxic torts, Groundwater, pollution, Trials, litigation, etcanderson, anne , 1936?-, Anderson, anne , 1936?-, Trials, litigation, etcw.r. grace & co, W.r. grace & co., Trials (toxic torts)--massachusetts--boston, Groundwater--pollution--law and legislation, Groundwater--pollution--law and legislation--massachusetts--woburn, Drinking water--contamination, Drinking water--contamination--massachusetts--woburn, Liability for water pollution damages--massachusetts--woburn, Trials, Groundwater--pollution, Water pollution--law and legislation, Water pollution--legislation & jurisprudence, Kf228.a667 h37 1996, Wa 689 h296c 1996, 346.7303 har, Kb71.5.w6 h296c 1996"
The Lost Painting,Jonathan Harr,0375759867,No description available,"Attribution, Italian Painting, Criticism and interpretation, Art ., Betrayal, Art, Expertising, Painting, New York Times reviewed, Caravaggio, michelangelo merisi da, 1573-1610, Jesus christ, art, John, the baptist, saint, art, Painting, italian, Painting, expertising"
The Lost Painting,Jonathan Harr,0375431535,No description available,"Current Events, Attribution, Betrayal, Criticism and interpretation, Nonfiction, Painting, Italian, Art, Italian Painting, Expertising, Painting, Art ., Large type books, nyt:culture=2016-05-08, New York Times bestseller, Caravaggio, michelangelo merisi da, 1573-1610, John, the baptist, saint, art, Painting, expertising, Jesus christ, art"
Gideon's Trumpet: How One Man  a Poor Prisoner  Took His Case to the Supreme Court-And Changed the Law of the United States,Anthony  Lewis,0679723129,No description available,"Greek Mythology, Mythology, greek, Medicine in literature, Mythology, Mythologie grecque, Médecine dans la littérature, Mythologie, Mythology (literary genre), Rhetoric, ancient"
The Library of Greek Mythology,Apollodorus/Robin Hard,0192839241,No description available,"Due process of law, Equality before the law, Right to counsel, Trials, litigation, United States, United States. Supreme Court, Droit constitutionnel, Droit pénal, Gideon, Clarence Earl -- Trials, litigation, etc., Criminal law, Trials, Appellate procedure, Legal assistance to prisoners, Prisoners, Legal status, laws, Wainwright, Louie L. -- Trials, litigation, etc., United States. Supreme Court., Right to counsel -- United States., Gideon, Clarence Earl, Wainwright, Louie L, United states, supreme court, Gideon, clarence earl, 1910-1972"
The Library 1  Books 1-3.9,Apollodorus/James George Frazer,0674991354,No description available,"Greek Mythology, Mythology, greek, Sources, Mythologie grecque"
The Library of Apollodorus: Gods and Heroes of the Greeks,Apollodorus/Selwyn Reginald Cudjoe/Leonard Baskin,0870232061,No description available,"Greek Mythology, RELIGION, Paganism & Neo-Paganism, BODY, MIND & SPIRIT, Spirituality, Antiquities & Archaeology, Mythology, greek, Mythologie grecque"
Apollodorus' Library and Hyginus' Myths: Two Handbooks of Greek Mythology,Apollodorus/Hyginus/R. Scott Smith/Stephen M. Trzaskoma,0872208206,No description available,"Mythology, greek, Constellations"
